name,text
Mr Clare,"Further to the point of order, I appreciate the minister explaining in depth the breadth of his humiliating backflip by outlining every part of the bill that he is now deleting, but the point is the member is being relevant by talking about access to universal wholesale pricing."
The DEPUTY SPEAKER ,I ask the member to be relevant to the question.
Ms HALL,"I must say, I understand why the minister wants to stop me speaking. He does not want to hear about elderly people living without phones. He does not want to hear about people who signed up to his NBN and were promised fast speed broadband but are getting a slower speed broadband than they were receiving previously. And, yes, I can speak to the amendments and, yes, I can speak to the actual legislation as well in consideration in detail. Minister, I do not need to identify which amendment I am talking to. In consideration of detail, we are considering the legislation before the House in detail. The details that I am referring to relate to this minister's total failure, to his backflip, and to the fact he is not prepared to front up to people and tell the truth. He may have worked for a telecommunications company but he has never been out there and spoken to people.
What I am doing is generously inviting him to come to my electorate and meet my constituents. They would love to talk to him. Ring my office. I will get my office to ring your office after my contribution to this debate. We will organise a time so you can come along and explain to all those people in the Shortland electorate, elderly people without any phones, without any NBN and without any action from this government— (Time expired)"
Mr CHAMPION ,"I was talking on the Telecommunications Legislation Amendment (Access Regime and NBN Companies) Bill 2015 before and there was a deathly silence from the Minister for Major Projects, Territories and Local Government sitting there. We very rarely see any animation from him. As the shadow minister said, those opposite have gutted this bill like a fish. They have stripped all the guts out of it, all the insides out of it.
The member for Higgins is here, replacing the colt from Kooyong—do not get me started. Here is another one playing fantasy frontbench late at night, working out when she is Prime Minister who is going to be a minister. Maybe the major projects minister will get the gig of Treasurer then and we will see some animation? At the moment it is only when you get onto telecommunications; that is the only time the mummy, the member for Bradfield, emerges from his crypt and wanders around. I have got to make sure I am talking about the amendments because those in the gallery would be fascinated to know all about the access to universal pricing and the like. They know they do not want to hear from the mummy again, the member for Bradfield, emerging from his crypt to the dispatch box to tell us all.
I have to confess I misled the House in my speech because I said that the Howard government had eight broadband plans. But you know what? It was 19. The member for Chifley tells me it was 19 plans over 11 years. What were they doing? Talk about being asleep at the wheel. Now we have their broadband bill after 2½ years. This is after the Prime Minister had been sent to destroy the National Broadband Network when he was the communications minister—that was his briefing note from the member for Warringah. Did you see them at the table last night at the anniversary of the Howard years? Instead of celebrating the 20-year anniversary of the Howard government, they could have been celebrating the 19 plans which did nothing for a national broadband network. There were some pretty uncomfortable camera shots there of them all sitting around the table.
I know, Deputy Speaker Goodenough, that you want me to speak about the amendments and I will be sure to because we do not want to remind the minister about how, when those opposite embarked on the copper plan, they started out with a costing of $29.5 billion and it went to $56 billion. They promised that everybody would have the National Broadband Network by 2016. Here we are in 2016, but it is now going to be 2020.
For all of those in the gallery, the ability to run their small business and the ability of their child to download their homework and interact with the education system on the internet are diminished by this government's preoccupation with destroying a great national project. Now we see their first bill come into this place. You would think they had enough time to think about it after 2½ years but then the minister got up here and presented five amendments, destroying the integrity of this bill and all of their work over the last 2½ years. He got up here and gave a speech that lasted, what?"
Mr Clare,There was no speech.
Mr CHAMPION,"There was no speech? All right so there was no speech on these amendments and the only time we see any animation is when the minister lurches up here to pick on the poor old member for Shortland, who was just talking about her constituents and their need for broadband. How could that not relate to the amendments? Your time was consumed as well, Mr Deputy Speaker Goodenough. I am reminded by my good friend the member for Throsby—I kept on thinking about Port Kembla and steel as I am due to go to Port Kembla, but that is another story—of The Sydney Morning Herald's headline: 'Trials point to cheaper fibre option.' And you are embarking on a copper network and this hotchpotch of pay-TV cables. The minister comes here, gives no speech and guts the bill, because we all know they will end up building fibre. That is what they will end up doing, because that is the future option. That is what Labor was going to do and what everybody in the public wants you to do. But this government were so bent on destroying Labor's legacy that they embarked on a plan that is costlier, inhibits internet speeds and will cost the taxpayer dearly. The minister expects us to take all this lying down. We will not. We will stand up for the National Broadband Network."
Mr HUSIC ,"I take up the minister's invitation to address certain elements of the bill and the amendments. Through this debate we have constantly raised our concern about the prospect that universal wholesale pricing will be watered down and that this will lead to an exacerbation of what we are already concerned about—a digital divide, not just in the rollout of the network but in the pricing and people's ability to access broadband at the same price regardless of where they live in the country. That was the objective, the vision and the motivation: that we would not have the regions left behind either in terms of infrastructure or pricing. We have had these concerns and we have raised them through the debate in relation to the watering down of the safeguards and also the concern about pricing.
Through the course of the debate, too, we have raised the fact that the former CEO of nbn co has pointed out what he believes to be the cause of the $15 billion blow-out in this project, which is the emphasis on the HFC network and the fibre-to-the-node network that has been rolled out and the move away from what we had previously had in place. We have had some very serious concerns raised, as the member for Wakefield and the shadow minister for communications have raised, in relation to the article in The Sydney Morning Herald today, which indicated that there has been a trial. Pilots and trials are referred to in the amendments, but we have a pilot and trial here. This pilot and trial will use a new version of cabling that will allow fibre to the premises, yet we are not being told about it. Instead, we are having blow-outs on this project because of an alternative structuring of the project by the coalition that has had an emphasis on HFC, which, as I indicated earlier, constituents have said to me does not work when a lot of people are on the network. We have a fibre-to-the-node network that is nowhere near achieving the reach that the coalition promised, and yet they are having pilots and trials of new systems that we are not being told about.
Nbn co flatly refused to respond to the issue raised in the leaked document about this trial, so this is the opportunity for the minister to tell the Australian parliament and the Australian people, are you going to move to a system we have long advocated, which is fibre to the premises, based on the savings achieved by this? If you are not, you are saying that you will continue to adopt the philosophy and approach which has led to this blow-out of $15 billion so far. It is this type of blow-out that is forcing you to put into this bill a requirement to water down universal pricing, because in effect you want the regions to pay more for broadband services because this is how you are making up the losses. You are accounting for the blow-out by changing the pricing, making the regions pay for your bad mistakes. Yet we have a trial that shows, through your own documents—this document shows it—that you are able to roll out this network along the same lines, of fibre to the premises, as we said, and you can do it cheaper.
We are happy if a way has been found to do it cheaper, because the reality is that, with infrastructure projects of this magnitude, as they rollout and progress you find ways to do things more efficiently and more cheaply. If that has been found, good. What you should be doing is delivering to the people of Australia what they want: faster broadband delivered through fibre to the premises. It can be done in a way that avoids the blow-out of $15 billion, avoids the watering down of the universal access pricing that will allow you to get the same wholesale pricing whether you are in a city or a region and would deliver to them a service they want.
What we want to know is this: if you are undertaking pilots and trials—you have done it in two spots in Australia already, Ballarat being one of them—tell the Australian people. You have the chance to tell them how you are changing the delivery of the service to make it efficient and cheaper and to do it in a way that people want. I certainly invite the minister to respond, because it is clear that they have been hiding these types of trials from view and refusing to be transparent about them."
Mr STEPHEN JONES ,"In considering the detail of the amendments and the bill before the House, it is important that we understand the history of the process that has led to this bill being before the House today. I take you back to the pre-election commitments that were made by the now Prime Minister, the then member for Wentworth, when he promised that he could deliver a national broadband network that his then leader did not believe in. Let us be very clear about this. His then leader did not believe in it because his then leader was committed to a style of politics that predates colour television. We are black, you are white; you are white, we are black; and unless it can be distilled down into three-word slogans—goodies and baddies; you are for us or against us—the then Leader of the Opposition—
Mr Fletcher: Mr Deputy Speaker, I rise on a point of order. The member must be relevant to an amendment before the House. He is not being relevant."
The DEPUTY SPEAKER ,I ask the member to be relevant.
Mr STEPHEN JONES,"If members of this place are to cast a vote on the five enumerated schedules and the amendments they contain, they must understand the context of how these amendments have come before the House and how they have changed in their journey from the party room to the Senate and then to the House. I rather suspect that there are members of the National Party and regional members of the Liberal Party who do not even understand the changes that have been made to this bill from when it left their caucus room—when they all stuck their hands in the air and said to bush consumers, 'I support higher prices for people living in regional and rural Australia.' That is what they voted for in their party room.
They do not understand the changes that have been made as that bill went from the party room to the Senate and then from the Senate to this House today. It is important. We can be confident that the member for Bradfield, the shadow minister, will have no part in educating those members on his side on the bill they are voting for. So it is incumbent on members of this side of the House to provide some context and education to those poor, hapless members of the National Party and regional Liberals about the impact this bill is going to have upon their constituents.
Let us look at those issues. When the bill was before the Senate it had provisions within it which were wedded to ensuring that if you were a broadband client in regional and rural Australia, if you were one of the thousands of Australians who made a submission to the Regional Telecommunications Review and expressed your concerns about the impact of the failure of the government to deliver decent broadband services in the bush—Mr Deputy Speaker, I draw your attention to the report of the Regional Telecommunications Review. It is a very good report. It highlights the importance of having ubiquitous broadband services in the bush. If you are a farm based business or a regional based small business, broadband allows you to have broadband to access the markets in the supply chains of the world. It is absolutely critical. I know this because I have businesses in my electorate today who are making decisions about whether they move out of where they are currently based to an area where they have access to broadband—because of the abject failures of this government. That is why I go to the history of this bill—because it is incumbent upon this side of the House to explain to those hapless Nationals what they have supported.
The Vertigan committee was given the herculean task of providing some credibility, some evidence, to the pre-election commitments of the government. And it was a task equivalent to the cleaning of the Aegean stables! They have attempted to provide a factual basis about how the government could, with a scrap of credibility, destroy the engineering architecture of the National Broadband Network as well as the business model which underpinned it. They have failed. That is the background to this bill.
I want to emphasise that if you are living in regional and rural Australia, if you are trying to educate your kids, if you are trying to run a small home based business or just trying to have the social interactions that many of us take for granted, access to affordable broadband is critical—and these guys are against it. (Time expired)
Question agreed to.
Bill, as amended, agreed to."
Mr FLETCHER ,"by leave—I move:
That this bill be now read a third time.
Question agreed to.
Bill read a third time."
Dr JENSEN ,"This legislation applies the OECD destination principle, which recommends consumption should be taxed in the destination country of the imported digital products or services. This measure is estimated to be a gain to GST revenue of $350 million over the forward estimates. Simultaneously, the GST system is also often not well adapted to the circumstances of foreign suppliers regarding their dealings with Australian based businesses. Therefore, in many cases, supplies between such entities result in little or no final GST being payable. This results in the current GST settings, which impose unnecessary obligations and compliance costs on foreign suppliers.
Schedule 2 of this bill amends the GST act to better target the way Australia's GST rules apply to cross-border supplies that involve nonresident entities. It seeks to avoid nonresidents being drawn into the Australian GST system unnecessarily, all the while maintaining the integrity of the GST base. Measure 2 is all about reducing inefficiencies and removing red tape to revitalise our tax system so that businesses can just get on with creating jobs and growth. Limiting when GST will apply to supplies involving nonresident businesses accomplishes this intent.
Small and local businesses are important and integral to our economy. These changes mean that certain supplies are no longer connected with the indirect tax zone, or ITZ, or are GST free. Unlike the changes in schedule 1 that bring into the tax base current supplies that are not taxed, this measure does not alter the GST tax base. Rather, the amendments relieve nonresident suppliers of the obligation to account for GST on certain supplies. The measure came from the Board of Taxation's review of the application of GST to cross-border transactions. They recognised that too many nonresidents were being drawn into the GST system on business-to-business transactions where it would make no difference. This places unnecessary compliance costs on nonresidents, leading to embedded taxation for Australian businesses.
This measure improves the balance between ensuring Australia's GST system does not unnecessarily draw in nonresidents and maintaining the existing GST base by updating the test for when an enterprise is carried on in the ITZ so that it is better aligned with key GST concepts and by relieving non-resident suppliers of the obligation to account for GST on certain supplies. This is achieved by shifting the responsibility for identifying and paying a GST liability to the recipient where the recipient is registered for GST and carries on an enterprise in the ITZ, switching off the GST liability for certain supplies between nonresidents, extending the GST-free rules to certain supplies made to nonresidents and removing the GST registration requirements for nonresidents that only make GST-free supplies through an enterprise carried on outside the ITZ.
The amendments reduce compliance costs for GST-registered importers in calculating the value of taxable importations and simplify administration for the Australian Taxation Office. This allows them to focus on their principal job, which is ensuring compliance from those who should be remitting revenue to the Commonwealth. Together these two measures ensure that only those overseas businesses that should be in our GST system are in it and at the same time remove businesses that should not be caught in the system. These GST measures evidently show our government's commitment to improving our tax system, making it more growth-friendly and adapting to the changing times.
In my electorate of Tangney over 90 per cent of businesses are small and local. My job as the elected member is to ensure that small and local businesses in my electorate are looked after. The changes put forward in this bill ensure that local businesses in my area are given a fair go. It allows small and local businesses in Tangney to compete on the same playing field as all cross-border companies.
It is our job as the government to provide equal opportunity for all businesses, whether that is online or on the street corner. As John F Kennedy so eloquently said:
All of us do not have equal talent, but all of us should have an equal opportunity to develop those talents.
Measures 1 and 2 of this bill guarantee that any businesses in my electorate, in Australia and online are given equal opportunity to develop and grow.
Schedule 3 of this bill, although unrelated to the other two matters, is just as important. It takes important steps to improve Australia's taxation laws for primary producers. The changes reform the income tax treatment of farm management deposits by increasing their flexibility. This is an important and vital risk management tool for primary producers. It will aid and assist producers, giving them the ability to become more self-sufficient.
The changes were announced in the Agricultural competitiveness white paper on 4 July 2015 and are the result of extensive stakeholder feedback and consultation. FMDs will help Australian primary producers deal with uneven income between years. This frequently occurs as a result of weather variations, seasonal changes and natural disasters. Events like this are impossible to predict or plan for, in turn making it difficult to prepare financially. FMDs are an excellent example of how the tax system can be designed to fit the purpose and the needs of the taxpayers whom it should ultimately serve. Primary producers are an important and integral part of the Australian economy. They need to be safeguarded.
Farm management deposits assist primary producers with managing their financial risk by allowing them to set aside pretax income from primary production in a special account which can be drawn from in later years. Current restrictions placed on FMDs impair their effectiveness. However, this government is committed to continuously improving our tax system. These amendments double the maximum amount that can be held in FMDs by primary producers from $400,000 to $800,000. This change gives primary producers better flexibility to manage greater income instability with the funds they have set aside for when a downturn occurs.
Schedule 3 also allows primary producers who experience severe drought conditions to withdraw an amount held in an FMD within 12 months of a deposit. Previously, a declaration of exceptional circumstances would also allow for early access. However, this provision was removed when the farm household allowance was introduced, replacing a number of ad hoc forms of income support for primary producers. Now primary producers will be able to determine their eligibility by referring to rainfall data on the Australian Bureau of Agricultural and Resource Economics website at the time of withdrawal rather than waiting on ministerial decision.
We, the government, are determined to improve the tax system for the agricultural sector. We want to strengthen our approach to drought and risk management in order to facilitate more-effective risk management by primary producers. Agriculture is an important and vital part of the Australian economy. It is crucial that our tax system acknowledges this and gives primary producers a system that works for them.
In summary, both the GST amendments and the farm management deposit amendments respond to our changing economy and contemporary business needs. The first GST measure makes sure that overseas businesses pay GST on sales to Australian consumers; the second reduces red tape by removing from the GST system non-resident businesses which should not be brought in. Changes to the farm management deposits also reduce red tape, this time for primary producers, and create greater flexibility to manage their FMDs.
Our world is continually growing and changing. Technology has drastically changed the way our world communicates and operates. Ronald Reagan aptly said:
There are no great limits to growth because there are no limits of human intelligence, imagination, and wonder.
Our economy is growing and changing too. We need a tax system which reflects these real and tangible changes—a system which prepares today for the changes and problems of tomorrow. Our tax system must recognise and acknowledge that there is no great limit."
Mr HUSIC ,"When you think about the level of seriousness that has been attached to the Tax and Superannuation Laws Amendment (2016 Measures No. 1) Bill 2016, it is really a sad joke. This is a bill that has sought, in many respects, to be a fig leaf. In the whole debate about multinational tax reform, people were asking the coalition: 'What are you going to do about the way in which multinationals game different tax systems all over the globe? What's your response?' The coalition's response is, effectively, to target the 15-year-old who downloads a video or some other person who is getting some other digital product and to apply the GST to it—as if targeting a music download or a video download and applying the GST to it is the big answer and will fix multinational tax issues that are confronting the nation. It is simply a joke that that is the big answer in all of this. Yes, it will raise some money, no doubt. Yes, it is important that we find different ways to improve revenue. But, if reliance on this is evidence of a government's commitment to tackle the big, pressing problem of the complete erosion of revenue as a result of multinationals gaming taxation systems in the world, it is just a joke. It is symptomatic of a government that is not really committed to this issue.
Labor has put forward a series of policies designed to address this. In fact, we believe that our policies would raise more than $7 billion through the measures that we put forward, not the least of which would increase resources to the ATO to enable better compliance. Targeting the 15-year-old who finds something cheaper on the internet and downloads it and hitting them with a GST—and this is apparently massive GST reform—is, as I said before, laughable.
What is also laughable is the speed at which the government took up this option. There have been concerns for quite some time about the way in which many of these large companies have gamed taxation systems, engaged in profit shifting and used transfer pricing to help themselves. Not only that but those acts—the use of transfer pricing and, in effect, profit shifting—have themselves impacted on Australian general consumers and small businesses. For years, we have been raising the issue of the way in which these companies set their pricing and overcharged Australian consumers and small businesses in the process. In fact, a report went to the then Minister for Communications, now the Prime Minister, indicating that Australians were being ripped off and that we were paying, in some cases, 50 per cent or, in some cases, 200 per cent more. These prices reflect the way in which major companies charge their subsidiaries for product knowing that, if they charge in a particular way and the local entity does not make a profit, they will not be required to pay tax at a particular level. They will be able to sidestep the obligations expected of them by the way that they structure themselves.
The government have moved super-fast to charge some 15-year-old for downloading music and not having a GST applied to it—they have said, 'Well, we fixed that'—but what about the pricing overall? They have not dealt at all with those pricing issues that inject a level of inflation into the broader system. Their only answer has been: 'We're going to get those big multinationals. We're going to charge them GST.' That is not even half the job done properly.
It is all cosmetics. As is often the case with the government, it is all about the style; it is never about the substance. I think of the government and the way in which the Prime Minister has used his massive popularity. He has used the popularity of the government to, effectively, transform the government into a petting zoo. That is the equivalent of what they have done. This is a much cuter version of a government compared to the last lot. The last lot were the equivalent of a snake farm, and no-one really wanted to hang around them. Now they have brought in the petting zoo, with all these new, cute faces that they think will be there to answer for them. But, in most instances, when you turn to a petting zoo for a decision, they just blink back—they have no answer—and that is what we have got from the government. Every time there is a hard decision to be made, they do not want to sacrifice their popularity. They do not want to sacrifice feeling good about the way they are."
NA,Mr Hunt interjecting—
Mr HUSIC,I will take the interjection from the bestest minister in the world and thank him for it. Congratulations—
Mr Hunt,I think you are the best shadow parliamentary secretary in the world. We're batting for you.
The DEPUTY SPEAKER ,Order!
Mr HUSIC,"That is equally high praise, Minister, as that praise of your good self. I thank you very much for it, world's bestest minister. Thank you very much.
Ms O'Dwyer interjecting—"
Mr HUSIC,"And, Assistant Treasurer, you have been notable in your performance in the last two weeks as well.
The problem with the government is that it is all about style. It is never about the hard decisions, and, when it is about the hard decisions, it is about the hard decision to take a scare campaign to the next level. That is why we get this type of flimsy proposed legislation put before us. We are not going to oppose it—of course not; it is about additional revenue—but, if they were fair dinkum about tackling this problem, they would look to the pricing that has been foisted upon Australian consumers and small businesses and the way in which they have been hit by the pricing approach that has been used. We do not get that; it is wrong.
I note in the chamber the presence of the member for Hughes, who, while we have differences of opinion, I know is a very strong advocate for small business with his previous advocacy background and the representational positions that he held. I am surprised that, on their side, they have not taken this issue up with gusto. I do have to say, though, that the member for Ryan, when she was a member of the Standing Committee on Infrastructure and Communications earlier in this parliament, also expressed concerns about the way in which pricing was handled by those big tech giants that operate in this country—but, again, nothing was done. Like I said, Malcolm Turnbull, the Prime Minister, the member for Wentworth, sat on that report when he was the communications minister. He did not respond to a parliamentary committee inquiry that detailed evidence of these higher costs. He has not taken any action to reduce those costs and see those costs flow through the broader economy, but the government moved super-fast to demonstrate, in some weak, limp effort, that they are tackling multinationals. Their big response is: 'We're going to impose the GST'. They hit young people who are accessing the internet to have digital downloads of the types of products and services that they want. As I said, it is simply farcical.
We will see if evidence demonstrates that their moves, for instance, to lower the threshold at which the GST is paid bring in more revenue than the cost of actually enforcing the system. Let us see if that works. A 2009 Productivity Commission report suggested you would not be able to achieve that. Let us see if they actually come through with the goods and are able to make more money out of lowering the threshold than the costs attributed to being able to follow this up. I remain a sceptic as to whether or not that will occur. Bear in mind that when they drop that threshold they are doing it to tax people more—this is from a government that said they were about lower taxes, not higher taxes. They will prevent people from being able to search out savings online for products and services they want, because they have now extended the breadth of the GST to that activity. So they are making people pay more and breaking a promise about lower taxes in the meantime.
Retailers will, obviously, cheer it. I have had a difference of opinion with retailers about this for some time. The internet has been able to completely smash the way in which production and distribution occur and has been able to deliver lower prices. That is the impact of disruption: changing the way that businesses work and delivering services at cheaper cost. From a government that is supposed to be pro-innovation and, particularly, from a Prime Minister that is supposed to be a champion of innovation, we often see decisions being taken that fly in the face of innovation. We have said that we will not stand in the way of this bill. We will support it, but I wish there was as much vigour to stand up for people.
This is quite unfair for young Australians who do not get a vote. They expect us to take decisions and actions that will help them at a time when they do not have the vote, because they cannot change a government on the basis of inaction, or action in particular ways that hurt them. Young Australians would expect that we would be able to deliver for them. Given the constraints on their disposable income, they use the internet to access products and services and digital downloads at a price that is cheaper for them. It would be nice to see a government actually stand up for those people who do not have a vote; not just chase votes but do the right thing for all Australians, regardless of their ability to cast a vote. I certainly would expect that the government do that and stand up for them, but, as evidence has shown, as history has shown, as their track record has shown, the government do not do it. The government figure young people do not have a vote, so they do not have to work hard for them at all. That is unacceptable. I have continually raised this issue on their behalf because I want to give them a voice in this place when they have had those concerns. I also want to give a voice to small businesses. When they look overseas and see the types of products that can be accessed online and at a price way cheaper than they have been charged here in Australia, I would imagine small businesses deserve a fairer go as well.
I will leave my comments at that. But, again, I call on the government to respond to the Productivity Commission report. It has been out for years, and those opposite have done absolutely nothing on it."
Ms PRICE ,"Another end to a sitting week and yet another bill where I stand here in this chamber speaking about how the Turnbull government is fixing up the mess left by those on the other side. It bears repeating once again that it was a $310 billion bill, plus $123 billion in projected deficits in the following four financial years.
I am very pleased today to rise to speak on the Taxation and Superannuation Laws Amendment (2016 Measures No. 1) Bill 2016. This measure will extend GST to digital products and other services imported by consumers, simplify the GST cross-border business-to-business rules and double the maximum amount that can be held in farm management deposits to $800,000, which, of course, is great news for the hardworking farmers in Wheatbelt and the Mid West in my electorate of Durack.
Consultancy services, accountancy and legal services, financial and insurance services, telecommunications and broadcasting services, online supplies of software and software maintenance, and online gambling are all products which will now pay their fair share of GST under the measure we are discussing today. This bill will create a more level playing field for Australian businesses, ensuring that digital products and services will be subject to the same GST treatment.
Members sitting on this side of the chamber really understand the bush. Recently, I highlighted the work that the Turnbull government is doing in education in the country, such as a 42 per cent increase over the next four years in WA schools and the recent youth allowance reform, which will enable more regional, rural and remote students to further their education at tertiary level.
As well as cleaning up the financial mess that was left by the Labor Party, only members on this side of the chamber will provide the funding that is needed to educate Australia. The measure we are discussing today will go a long way to assist farmers in regional and rural towns of the Mid West and Wheatbelt, as agricultural businesses make up 26 per cent of small businesses in my electorate of Durack. As well as doubling the farm management deposits, this measure will also allow primary producers who are experiencing severe drought conditions to withdraw an amount that has been held in a farm management deposit for less than 12 months, without affecting the income tax treatment of the farm management deposit in the earlier income year.
In a further boost to farmers, not just in Durack but, of course, right across Australia, this measure will also allow amounts held in farm management deposits to offset a loan or other debts relating to farm management deposit holders' primary production business. Farm management deposits, as you well know, Deputy Speaker Goodenough, are a risk-management tool to help primary producers deal with uneven income between years, allowing eligible primary producers to set aside pre-tax income from primary production in a special account, which can be drawn upon in later years when times are tougher. Often, those times are much sooner than a farmer would expect them to be.
As I said earlier, it is unfair that international businesses selling goods to Australians do so without paying GST. It is a smack in the face to hardworking Australian business women and men and the nearly 13,500 small businesses, according to the Australian Bureau of Statistics, that are in my electorate. The Turnbull government understands this, and my message to the Australian business community is this: we will look after you because we understand you.
This measure we are discussing will bring in an estimated $350 million over the forward estimates—consisting of $150 million in 2017-18 and $200 million in 2018-19—to the federal government's coffers. This is yet another example of the Turnbull government's sound economic management, something which those opposite have failed to demonstrate that they understand.
As we heard from Treasurer Scott Morrison at his National Press Club speech recently, the economy is transitioning well out of the mining boom, with 298,300 new jobs added in the 12 months to January. This complements the government's record in 2015, which saw a 10-year high of 301,300 new jobs created. I am very pleased to say that the annual jobs growth rate of 2.6 per cent is well above the decade average of 1.8 per cent. In the last two years, under the leadership of Trade Minister Andrew Robb, this government has signed the historic free trade agreements with Korea and China, and we know that the Trans-Pacific Partnership will also be a tonic to the improving economic statistics I have just mentioned.
When those opposite were running the show, employment growth was a measly 1,900 per month, with an annual growth rate of only 0.2 per cent. Compare that to this government's record, where jobs growth has been more than 10 times that amount. More than 25,100 jobs have been created per month since we were elected, with an annual growth rate of 2.6 per cent. Job advertisements are at their highest level since July 2012, increasing by 11 per cent over the past year, according to ANZ. This side is truly working to identify ways we can make our tax system more job- and growth-friendly.
Those opposite—well, we have heard what they have been talking about lately; namely, their fabulous negative gearing policy, which will remove around one-third of the demand for established property, killing the value of homes, some of which have been in Durack families for hundreds of years. We think it has been poorly thought out, but do not take our word for it. I am interested in the report that was released by BIS Shrapnel just recently. This is what they say about the Labor Party's negative gearing policy. They say it will raise rents by 10 per cent; push 70,000 extra households into housing rental stress; result in four per cent fewer new homes being built; shrink GDP by $19 billion per year, on average, or one per cent of GDP—not to be sneezed at; result in 175,000 fewer jobs, increasing the unemployment rate by 0.1 per cent; and reduce government revenue by $1.65 billion per year.
This will no doubt decrease consumer confidence and growth, and, as I have said, it is going to smash house prices. So I stand here and I say very loudly and clearly that I do not support any changes whatsoever to negative gearing. I say that because, in Durack, we have double the national average of negative gearers—people in the mining industry, farmers, investors, in Geraldton, in Broome and in other towns, and there are many more that plan to do so. Through negative gearing, or their plan to negative gear, they want to create a nest egg for themselves and their families for the future. That is enough about negative gearing.
Despite the opposite side's scare campaign on the GST, we have said very clearly that this government is not seeking to increase the GST. Treasury modelling shows that raising the GST, in exchange for lowering income tax, will not deliver significantly higher GDP growth. However, our ideas will oversee the expansion of the Australian economic pie. The National Innovation and Science Agenda has been warmly welcomed in Durack. This agenda will help to create a more modern, dynamic economy, which Australia desperately needs. We have announced 24 measures, involving $1.1 billion of spending, to create well-paid jobs and help Australia compete globally, encouraging every business across the country to be more innovative, entrepreneurial and prepared to take risks.
In conclusion, only this government will create the jobs for the future as well as ensuring hardworking Australians pay the least tax possible, with our debt reduction management. The bill we are discussing today will reap a predicted $350 million from international companies, lessening the Australian taxpayers' burden. It will also assist my farmers in the Mid West and the Wheatbelt, who need this helping hand from the government. I commend this bill to the House."
